gene_id,description,function_group,group_name,function_subgroup,subgroup_name
sll1550,probable porin; major outer membrane protein,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr0042,probable porin; major outer membrane protein,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr0495,HetI protein homolog,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr0819,apolipoprotein N-acyltransferase,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr0993,putative peptidase,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr1227,chloroplastic outer envelope membrane protein homolog,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr1272,probable porin; major outer membrane protein,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr1841,probable porin; major outer membrane protein,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
slr1908,probable porin; major outer membrane protein,C,Cell envelope,C1,"Membranes, lipoproteins, and porins"
sll0016,probable membrane-bound lytic transglycosylase A,C,Cell envelope,C2,Murein sacculus and peptidoglycan
sll0657,phospho-N-acetylmuramoyl-pentapeptide-transferase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
sll0828,putative amidase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
sll0899,UDP-N-acetylglucosamine pyrophosphorylase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
sll2010,UDP-N-acetylmuramoylalanine--D-glutamate ligase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0017,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0191,"amidase enhancer, periplasmic protein",C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0528,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0534,probable transglycosylase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0624,UDP-N-acetylglucosamine 2-epimerase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0646,probable D-alanyl-D-alanine carboxypeptidase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0804,probable D-alanyl-D-alanine carboxypeptidase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0827,alanine racemase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0891,N-acetylmuramoyl-L-alanine amidase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr0938,probable UDP-N-acetylmuramyl tripeptide synthetase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1351,UDP-N-acetylmuramoylalanyl-D-glutamyl-2 6-diaminopimelate--D-alanyl-D-alanine ligase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1423,UDP-N-acetylmuramate-alanine ligase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1656,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl -undecaprenol N-acetylglucosamine transferase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1708,probable peptidase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1744,"N-acetylmuramoyl-L-alanine amidase, periplasmic protein",C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1746,glutamate racemase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1874,D-alanine--D-alanine ligase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1910,probable N-acetylmuramoyl-L-alanine amidase,C,Cell envelope,C2,Murein sacculus and peptidoglycan
slr1924,"D-alanyl-D-alanine carboxypeptidase, periplasmic protein",C,Cell envelope,C2,Murein sacculus and peptidoglycan
sll0083,phosphoheptose isomerase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll0207,glucose-1-phosphate thymidylyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll0379,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine o-acyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll0380,probable glycosyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1213,GDP-fucose synthetase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1395,dTDP-6-deoxy-L-mannose-dehydrogenase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1457,probable glycosyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1508,UDP-3-0-acyl N-acetylglcosamine deacetylase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1535,putative sugar transferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1724,probable glycosyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0015,lipid A disaccharide synthase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0344,probable glycosyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0583,similar to GDP-fucose synthetase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0809,"dTDP-glucose 4,6-dehydratase",C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0836,"dTDP-glucose 4,6-dehydratase",C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0847,phosphopantetheine adenylyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0983,glucose-1-phosphate cytidylyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0984,"CDP-glucose 4,6-dehydratase",C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr0985,"dTDP-4-dehydrorhamnose 3,5-epimerase",C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1064,probable glycosyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1072,GDP-D-mannose dehydratase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1118,probable UDP-N-acetyl-D-mannosaminuronic acid transferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1271,probable UDP-N-acetyl-D-mannosaminuronic acid transferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1424,UDP-N-acetylenolpyruvoylglucosamine reductase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1615,perosamine synthetase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr1933,"dTDP-4-dehydrorhamnose 3,5-epimerase",C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr2114,perosamine synthetase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
slr2116,probable glycosyltransferase,C,Cell envelope,C3,"Surface polysaccharides, lipopolysaccharides and antigens"
sll1568,fibrillin,C,Cell envelope,C4,Surface structures
slr1024,fibrillin,C,Cell envelope,C4,Surface structures
slr1962,probable extracellular solute-binding protein,C,Cell envelope,C4,Surface structures
sll0169,cell division protein Ftn2 homolog,D,Cellular processes,D1,Cell division
sll0202,glucose inhibited division protein,D,Cellular processes,D1,Cell division
sll0204,glucose inhibited division protein,D,Cellular processes,D1,Cell division
sll0288,septum site-determining protein MinC,D,Cellular processes,D1,Cell division
sll0289,septum site-determining protein MinD,D,Cellular processes,D1,Cell division
sll1463,cell division protein FtsH,D,Cellular processes,D1,Cell division
sll1633,cell division protein FtsZ,D,Cellular processes,D1,Cell division
slr0072,glucose inhibited division protein B,D,Cellular processes,D1,Cell division
slr0228,cell division protein FtsH,D,Cellular processes,D1,Cell division
slr1267,cell division protein FtsW,D,Cellular processes,D1,Cell division
slr1390,cell division protein FtsH,D,Cellular processes,D1,Cell division
slr1604,cell division protein FtsH,D,Cellular processes,D1,Cell division
slr2102,cell division protein FtsY,D,Cellular processes,D1,Cell division
ssl0546,septum site-determining protein MinE,D,Cellular processes,D1,Cell division
sll0720,RTX toxin activating protein homolog,D,Cellular processes,D2,Cell killing
sll1181,similar to hemolysin secretion protein,D,Cellular processes,D2,Cell killing
slr0950,hemolysin-like protein,D,Cellular processes,D2,Cell killing
slr1747,cell death suppressor protein Lls1 homolog,D,Cellular processes,D2,Cell killing
sll0057,heat shock protein GrpE,D,Cellular processes,D3,Chaperones
sll0058,"DnaK protein 1, heat shock protein 70, molecular chaperone",D,Cellular processes,D3,Chaperones
sll0170,"DnaK protein 2, heat shock protein 70, molecular chaperone",D,Cellular processes,D3,Chaperones
sll0416,"60 kDa chaperonin 2, GroEL2, molecular chaperone",D,Cellular processes,D3,Chaperones
sll0430,"HtpG, heat shock protein 90, molecular chaperone",D,Cellular processes,D3,Chaperones
sll0897,"DnaJ protein, heat shock protein 40, molecular chaperone",D,Cellular processes,D3,Chaperones
sll1384,similar to DnaJ protein,D,Cellular processes,D3,Chaperones
sll1514,"16.6 kDa small heat shock protein, molecular chaperone",D,Cellular processes,D3,Chaperones
sll1666,DnaJ-like protein,D,Cellular processes,D3,Chaperones
sll1932,DnaK protein,D,Cellular processes,D3,Chaperones
sll1933,"DnaJ protein, heat shock protein 40, molecular chaperone",D,Cellular processes,D3,Chaperones
sll1988,33 kDa chaperonin,D,Cellular processes,D3,Chaperones
slr0086,similar to DnaK protein,D,Cellular processes,D3,Chaperones
slr0093,"DnaJ protein, heat shock protein 40, molecular chaperone",D,Cellular processes,D3,Chaperones
slr2075,10kD chaperonin,D,Cellular processes,D3,Chaperones
slr2076,60kD chaperonin,D,Cellular processes,D3,Chaperones
sll0755,thioredoxin peroxidase,D,Cellular processes,D4,Detoxification
sll1615,thiophen and furan oxidation protein,D,Cellular processes,D4,Detoxification
sll1980,thiol:disulfide interchange protein TrxA,D,Cellular processes,D4,Detoxification
sll1987,catalase peroxidase,D,Cellular processes,D4,Detoxification
sll5104,arsenate reductase,D,Cellular processes,D4,Detoxification
slr1516,superoxide dismutase,D,Cellular processes,D4,Detoxification
slr6037,arsenate reductase,D,Cellular processes,D4,Detoxification
ssr2784,antitoxin ChpI homolog,D,Cellular processes,D4,Detoxification
sll0194,putative sec-independent protein translocase,D,Cellular processes,D5,Protein and peptide secretion
sll0533,trigger factor,D,Cellular processes,D5,Protein and peptide secretion
sll0616,preprotein translocase SecA subunit,D,Cellular processes,D5,Protein and peptide secretion
sll0716,leader peptidase I (signal peptidase I),D,Cellular processes,D5,Protein and peptide secretion
sll1814,preprotein translocase SecY subunit,D,Cellular processes,D5,Protein and peptide secretion
slr0063,pilus biogenesis protein homologous to general secretion pathway protein E,D,Cellular processes,D5,Protein and peptide secretion
slr0079,probable general secretion pathway protein E,D,Cellular processes,D5,Protein and peptide secretion
slr0774,protein-export membrane protein SecD,D,Cellular processes,D5,Protein and peptide secretion
slr0775,protein-export membrane protein SecF,D,Cellular processes,D5,Protein and peptide secretion
slr1277,pilus assembly protein homologous to general secretion pathway protein D,D,Cellular processes,D5,Protein and peptide secretion
slr1366,lipoprotein signal peptidase (signal peptidase II),D,Cellular processes,D5,Protein and peptide secretion
slr1377,leader peptidase I (signal peptidase I),D,Cellular processes,D5,Protein and peptide secretion
slr1531,signal recognition particle protein,D,Cellular processes,D5,Protein and peptide secretion
ssl3335,preprotein translocase SecE subunit,D,Cellular processes,D5,Protein and peptide secretion
ssr3307,preprotein translocase SecG subunit,D,Cellular processes,D5,Protein and peptide secretion
sll1929,competence protein ComE,D,Cellular processes,D6,Transformation
slr0427,putative competence-damage protein,D,Cellular processes,D6,Transformation
slr0488,virulence factor MviN homolog.,D,Cellular processes,D6,Transformation
slr0904,competence protein ComM homolog,D,Cellular processes,D6,Transformation
sml0009,similar to virulence-associated protein VapC,D,Cellular processes,D6,Transformation
ssl2922,similar to virulence-associated protein VapB,D,Cellular processes,D6,Transformation
ssl2923,similar to virulence-associated protein VapC,D,Cellular processes,D6,Transformation
sll0040,"positive phototaxis protein, homologous to chemotaxis protein CheW",D,Cellular processes,D7,Chemotaxis
sll0041,phytochrome-like photoreceptor protein for positive phototaxis; homologous to methyl-accepting chemotaxis protein,D,Cellular processes,D7,Chemotaxis
sll0042,methyl-accepting chemotaxis protein for positive phototaxis,D,Cellular processes,D7,Chemotaxis
sll1107,type IV pilus biogenesis protein PilI homolog,D,Cellular processes,D7,Chemotaxis
sll1294,methyl-accepting chemotaxis protein,D,Cellular processes,D7,Chemotaxis
sll1533,twitching mobility protein,D,Cellular processes,D7,Chemotaxis
sll1694,pilin polypeptide PilA1,D,Cellular processes,D7,Chemotaxis
sll1695,pilin polypeptide PilA2,D,Cellular processes,D7,Chemotaxis
slr0161,twitching motility protein PilT,D,Cellular processes,D7,Chemotaxis
slr0162,"a part of pilC, pilin biogenesis protein, required for twitching motility",D,Cellular processes,D7,Chemotaxis
slr0163,"a part of pilC, pilin biogenesis protein, required for twitching motility",D,Cellular processes,D7,Chemotaxis
slr1043,similar to chemotaxis protein CheW,D,Cellular processes,D7,Chemotaxis
slr1044,"methyl-accepting chemotaxis protein, required for the biogenesis of thick pilli",D,Cellular processes,D7,Chemotaxis
slr1120,type 4 prepilin-like proteins leader peptide processing enzyme,D,Cellular processes,D7,Chemotaxis
slr1274,"probable fimbrial assembly protein PilM, required for motility",D,Cellular processes,D7,Chemotaxis
slr1929,type 4 pilin-like protein,D,Cellular processes,D7,Chemotaxis
sll0220,L-glutamine:D-fructose-6-P amidotransferase,E,Central intermediary metabolism,E1,Amino sugars
sll0420,urease beta subunit,E,Central intermediary metabolism,E3,Other
sll0643,urease accessory protein G,E,Central intermediary metabolism,E3,Other
sll1639,urease accessory protein D,E,Central intermediary metabolism,E3,Other
sll1750,urease alpha subunit,E,Central intermediary metabolism,E3,Other
slr1219,urease accessory protein E,E,Central intermediary metabolism,E3,Other
slr1256,urease gamma subunit,E,Central intermediary metabolism,E3,Other
slr1899,urease accessory protein F,E,Central intermediary metabolism,E3,Other
sll0290,polyphosphate kinase,E,Central intermediary metabolism,E4,Phosphorus compounds
sll1546,exopolyphosphatase,E,Central intermediary metabolism,E4,Phosphorus compounds
slr1622,soluble inorganic pyrophosphatase,E,Central intermediary metabolism,E4,Phosphorus compounds
sll0158,"1,4-alpha-glucan branching enzyme",E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll0726,phosphoglucomutase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll0842,neopullulanase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll0945,glycogen synthase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll1356,glycogen phosphorylase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll1393,glycogen (starch) synthase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll1540,dolichyl-phosphate-mannose synthase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll1566,glucosylglycerolphosphate synthase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
sll1676,4-alpha-glucanotransferase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr0237,glycogen operon protein GlgX homolog,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr0323,putative alpha-mannosidase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr0518,similar to alpha-L-arabinofuranosidase B,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr0820,probable glycosyltransferase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr0897,probable endoglucanase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr1176,glucose-1-phosphate adenylyltransferase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr1334,phosphoglucomutase/phosphomannomutase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr1367,glycogen phosphorylase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr1830,poly(3-hydroxyalkanoate) synthase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr1857,isoamylase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
slr1943,probable glycosyltransferase,E,Central intermediary metabolism,E6,Polysaccharides and glycoproteins
